delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend
D934,F2,P150,353.71,8.84,12.6,1,2026-04-14,17.507999206122932,72.46554876406755,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.88,0.24,3.76,339.4407520439302,311.2648,84.89039999999999,2,1,0
D935,F2,P163,223.11,5.58,10.54,1,2026-04-13,14.770434568715206,75.7173905035169,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.58,0.86,4.959999999999999,223.45819532367761,129.4038,191.87460000000002,3,0,0
D936,F1,P23,354.92,8.87,11.67,1,2026-04-01,16.317537059112638,76.69400932531079,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.21,2.8000000000000007,344.625375229283,195.20600000000002,74.5332,3,2,0
D937,F5,P155,477.82,11.95,21.96,1,2026-04-06,17.256890628001337,75.48538318942313,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,10.010000000000002,474.933669627159,262.80100000000004,339.25219999999996,1,0,0
D938,F3,P44,437.17,10.93,17.97,1,2026-04-13,17.56412869140902,73.114651635247,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,7.039999999999999,418.6076794520807,253.55859999999998,375.9662,2,0,0
D939,F4,P148,507.71,12.69,18.82,1,2026-04-14,14.00688421877329,73.47466939465096,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,6.130000000000001,496.66456751289445,446.78479999999996,121.8504,1,1,0
D940,F3,P123,545.93,13.65,27.34,1,2026-04-07,14.869174250369312,74.03330919255791,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.97,0.69,13.69,539.4345540270456,529.5520999999999,376.6916999999999,2,1,0
D941,F4,P184,270.43,6.76,12.1,1,2026-04-14,12.31349061340517,75.34356825372463,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,5.34,264.62431372428443,237.9784,64.9032,2,1,0
D942,F4,P1,622.2,15.56,30.11,1,2026-04-13,12.05653044175774,72.18449940033133,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.58,0.86,14.549999999999999,609.1513204648709,360.876,535.092,3,0,0
D943,F4,P57,473.58,11.84,18.52,1,2026-04-28,16.272715355003534,75.87863977087187,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.56,0.32,6.68,471.5005385132324,265.20480000000003,151.5456,2,1,0
D944,F5,P34,462.59,11.56,16.41,1,2026-04-28,14.966546017586133,77.35073002130886,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,4.85,451.09156248392827,259.0504,148.0288,3,1,0
D945,F1,P96,796.02,19.9,40.95,1,2026-04-07,19.789310694042538,74.27136779789973,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,21.050000000000004,777.2849667380211,772.1393999999999,549.2538,3,1,0
D946,F1,P56,700.76,17.52,39.46,1,2026-04-27,14.438250065264231,73.31724682514353,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.8,0.98,21.94,679.1201572196238,560.6080000000001,686.7447999999999,3,0,0
D947,F4,P165,806.12,20.15,28.37,1,2026-04-05,19.593165852731087,79.09344309838438,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.06,0.74,8.220000000000002,806.5060225634854,48.3672,596.5288,2,6,1
D948,F1,P176,619.17,15.48,25.08,1,2026-04-13,13.653474879013965,74.19168901856906,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.58,0.86,9.599999999999998,602.0749146229658,359.11859999999996,532.4861999999999,2,0,0
D949,F5,P19,818.97,20.47,34.7,1,2026-04-29,19.413270926350357,77.81817596685137,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.04,0.92,14.230000000000004,808.7533267137275,32.7588,753.4524,2,2,0
D950,F4,P143,315.82,7.9,15.38,1,2026-04-08,15.290831240453429,77.59609768613755,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.87,7.48,316.33878841323445,265.2888,274.7634,1,2,0
D951,F3,P35,178.04,4.45,7.3,1,2026-04-17,17.327378852939972,76.73038230166182,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,2.8499999999999996,178.33086071333665,85.4592,67.6552,2,4,0
D952,F1,P96,796.02,19.9,28.99,1,2026-04-17,19.789310694042538,74.27136779789973,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.38,9.09,777.2849667380211,382.08959999999996,302.4876,3,4,0
D953,F2,P113,480.03,12.0,20.95,1,2026-04-07,14.236482734374068,79.06795217813007,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.97,0.69,8.95,469.44058265923434,465.62909999999994,331.22069999999997,2,1,0
D954,F5,P149,235.23,5.88,7.09,1,2026-04-24,12.64698373293758,75.42651579952086,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.24,0.4,1.21,230.44955935315127,56.4552,94.092,1,4,0
D955,F5,P79,167.18,4.18,7.87,1,2026-04-07,14.789327898333834,72.76941240873137,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.97,0.69,3.6900000000000004,166.40066365333243,162.1646,115.35419999999999,3,1,0
D956,F2,P9,323.92,8.1,14.76,1,2026-04-15,19.537614045478826,76.50630574276431,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,6.66,322.8509067094901,294.7672,191.1128,1,2,0
D957,F5,P3,712.02,17.8,32.36,1,2026-04-03,12.373325305708924,79.79004415073167,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.11,0.93,14.559999999999999,695.7200796676008,78.3222,662.1786000000001,2,4,0
D958,F2,P102,164.65,4.12,5.21,1,2026-04-10,17.767519394017036,74.46448633481911,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,1.0899999999999999,160.87421829840983,36.223,65.86,3,4,0
D959,F1,P62,634.12,15.85,26.84,1,2026-04-23,14.031323311474758,73.9750085027088,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.74,0.68,10.99,615.5262580993942,469.2488,431.20160000000004,1,3,0
D960,F1,P151,659.01,16.48,28.71,1,2026-04-18,19.321709821011844,75.53881783784884,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,12.23,646.4553666313002,467.89709999999997,164.7525,1,5,1
D961,F3,P118,668.44,16.71,31.88,1,2026-04-21,13.527288249202767,74.14779885512125,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,15.169999999999998,664.432605930263,381.0108,494.64560000000006,3,1,0
D962,F1,P191,329.46,8.24,10.64,1,2026-04-05,17.438758239201967,77.919270083579,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.06,0.74,2.4000000000000004,325.84557278017525,19.767599999999998,243.80039999999997,1,6,1
D963,F1,P165,513.41,12.84,24.56,1,2026-04-21,19.593165852731087,79.09344309838438,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.57,0.74,11.719999999999999,514.0290992491067,292.64369999999997,379.92339999999996,2,1,0
D964,F5,P47,585.97,14.65,25.81,1,2026-04-09,16.790923731908286,77.55827946431764,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,11.159999999999998,574.8114173028598,492.2148,251.96710000000002,3,3,0
D965,F5,P165,924.28,23.11,32.21,1,2026-04-11,19.593165852731087,79.09344309838438,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.89,0.15,9.100000000000001,908.3920560445657,822.6092,138.642,2,5,1
D966,F3,P193,308.96,7.72,14.4,1,2026-04-04,16.274619788244507,75.97248952546462,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.97,1.0,6.680000000000001,308.22052833527937,299.6912,308.96,2,5,1
D967,F4,P78,586.58,14.66,29.77,1,2026-04-02,17.689196259504143,78.47600836911772,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,15.11,587.2539322613352,557.251,457.53240000000005,1,3,0
D968,F3,P66,646.38,16.16,28.94,1,2026-04-11,15.28829610654585,72.26440586320439,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.89,0.15,12.780000000000001,630.1318386711478,575.2782,96.957,1,5,1
D969,F5,P9,754.79,18.87,36.04,1,2026-04-09,19.537614045478826,76.50630574276431,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,17.169999999999998,749.9196843248034,634.0236,324.55969999999996,1,3,0
D970,F3,P129,874.89,21.87,32.35,1,2026-04-17,12.652753443201924,72.0414789021919,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,10.48,864.2838715491823,419.94719999999995,332.4582,2,4,0
D971,F5,P86,305.16,7.63,13.48,1,2026-04-15,16.133087130168114,74.08663339864327,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,5.8500000000000005,305.1861102552192,277.6956,180.0444,1,2,0
D972,F4,P85,253.88,6.35,9.64,1,2026-04-10,13.399639416767489,79.85734674663549,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.22,0.4,3.290000000000001,249.00029573510298,55.8536,101.552,1,4,0
D973,F3,P135,620.62,15.52,33.1,1,2026-04-04,14.625221339797855,73.24033293382195,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.97,1.0,17.580000000000002,610.9903103695646,602.0014,620.62,3,5,1
D974,F4,P166,653.29,16.33,31.44,1,2026-04-02,14.087148986733713,72.12243632232308,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,15.110000000000003,638.2930160575298,620.6255,509.5662,1,3,0
D975,F3,P62,628.13,15.7,23.86,1,2026-04-26,14.031323311474758,73.9750085027088,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,8.16,622.792592203113,332.9089,276.3772,1,6,1
D976,F3,P167,107.07,2.68,4.0,1,2026-04-10,19.467490464635866,76.00831907132208,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,1.3199999999999998,103.18837550307227,23.5554,42.828,3,4,0
D977,F3,P71,544.06,13.6,24.41,1,2026-04-15,14.957235648491237,73.93727950621941,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.91,0.59,10.81,536.9705669914134,495.09459999999996,320.99539999999996,2,2,0
D978,F5,P4,94.01,2.35,4.3,1,2026-04-09,13.862170723442434,72.72485147626257,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,1.9499999999999997,92.13192838891061,78.9684,40.4243,3,3,0
D979,F5,P4,94.01,2.35,3.48,1,2026-04-06,13.862170723442434,72.72485147626257,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,1.13,92.13192838891061,51.70550000000001,66.7471,3,0,0
D980,F2,P188,451.45,11.29,14.92,1,2026-04-10,13.021517835379726,74.00013159372884,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,3.630000000000001,450.0021335395075,99.319,180.58,3,4,0
D981,F5,P158,151.0,3.78,5.77,1,2026-04-14,12.961317182445136,74.73503733373121,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,1.9899999999999998,147.79817442321539,132.88,36.24,1,1,0
D982,F5,P148,61.31,1.53,2.06,1,2026-04-05,14.00688421877329,73.47466939465096,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.06,0.74,0.53,61.41648105039165,3.6786,45.3694,1,6,1
D983,F4,P34,283.16,7.08,12.4,1,2026-04-16,14.966546017586133,77.35073002130886,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,5.32,283.43053291700556,99.10600000000001,201.0436,3,3,0
D984,F5,P27,285.1,7.13,9.99,1,2026-04-01,15.387211845650956,75.15905214540456,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.21,2.8600000000000003,281.72920467617695,156.80500000000004,59.871,1,2,0
D985,F1,P67,282.15,7.05,11.17,1,2026-04-06,14.760569984213465,77.0748107576109,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,4.12,273.24695620871245,155.1825,200.32649999999998,3,0,0
D986,F5,P88,705.19,17.63,29.3,1,2026-04-16,16.46634762885678,79.06109074551472,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.35,0.71,11.670000000000002,687.8535352331467,246.8165,500.6849,3,3,0
D987,F1,P159,800.99,20.02,35.16,1,2026-04-15,12.734392526507534,72.75325590614848,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.91,0.59,15.139999999999997,781.2666716165386,728.9009,472.5841,1,2,0
D988,F3,P88,370.46,9.26,18.67,1,2026-04-27,16.46634762885678,79.06109074551472,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.8,0.98,9.410000000000002,363.20443811597517,296.368,363.0508,3,0,0
D989,F2,P55,535.98,13.4,23.35,1,2026-04-16,12.004163015962526,74.82055085067336,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.35,0.71,9.950000000000001,536.5190309619231,187.593,380.5458,3,3,0
D990,F3,P79,642.06,16.05,25.96,1,2026-04-14,14.789327898333834,72.76941240873137,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.88,0.24,9.91,629.7653295252642,565.0128,154.09439999999998,3,1,0
D991,F5,P117,143.99,3.6,5.75,1,2026-04-13,12.602770048049026,74.44557615429746,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.58,0.86,2.15,142.14251041974262,83.5142,123.8314,2,0,0
D992,F1,P32,488.15,12.2,19.81,1,2026-04-11,19.319677404350244,78.8003086223184,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.89,0.15,7.609999999999999,488.2872100368943,434.45349999999996,73.2225,2,5,1
D993,F4,P77,505.78,12.64,20.83,1,2026-04-23,14.607671241615078,73.76192838052438,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.74,0.68,8.189999999999998,495.7642030397977,374.2772,343.9304,2,3,0
D994,F5,P126,571.56,14.29,23.81,1,2026-04-05,17.671287975280947,76.42255981526326,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.06,0.74,9.52,565.686759413347,34.2936,422.95439999999996,1,6,1
D995,F2,P115,254.66,6.37,9.06,1,2026-04-24,14.64600243736411,76.42211973468392,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.24,0.4,2.6900000000000004,253.80322506016722,61.118399999999994,101.864,2,4,0
D996,F2,P175,269.75,6.74,12.47,1,2026-04-06,18.563414750170143,77.2118781748623,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.71,5.73,264.45330975016356,148.3625,191.52249999999998,1,0,0
D997,F2,P32,456.76,11.42,19.18,1,2026-04-15,19.319677404350244,78.8003086223184,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,7.76,443.76385790652466,415.65160000000003,269.48839999999996,2,2,0
D998,F4,P102,695.22,17.38,30.54,1,2026-04-14,17.767519394017036,74.46448633481911,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,13.16,689.7142722700223,611.7936000000001,166.8528,3,1,0
D999,F4,P194,479.12,11.98,21.91,1,2026-04-09,15.116944689753629,74.38108139607449,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,9.93,471.4234117698674,402.4608,206.0216,3,3,0
D1000,F1,P182,253.1,6.33,11.4,1,2026-04-07,15.96829963434725,77.54312286953551,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,5.07,246.03320057777796,245.50699999999998,174.63899999999998,1,1,0
D1001,F2,P4,451.69,11.29,17.24,1,2026-04-25,13.862170723442434,72.72485147626257,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.48,0.08,5.949999999999999,444.69034213531893,216.81119999999999,36.1352,3,5,1
D1002,F1,P17,319.63,7.99,11.03,1,2026-04-01,12.250506339644469,78.73827819675999,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.21,3.039999999999999,319.38384728486955,175.7965,67.1223,3,2,0
D1003,F2,P34,281.96,7.05,10.92,1,2026-04-28,14.966546017586133,77.35073002130886,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.56,0.32,3.87,277.19300053413264,157.8976,90.2272,3,1,0
D1004,F4,P172,566.81,14.17,22.06,1,2026-04-05,17.417346739063852,76.58693633337546,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.06,0.74,7.889999999999999,566.7739164183894,34.008599999999994,419.4394,3,6,1
D1005,F3,P146,754.4,18.86,31.9,1,2026-04-28,12.328540134143006,75.19056721155836,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,13.04,754.1370405774824,422.46400000000006,241.408,2,1,0
D1006,F5,P42,632.82,15.82,31.84,1,2026-04-13,13.61375361868317,79.16610876538816,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.58,0.86,16.02,616.3285665705265,367.0356,544.2252000000001,1,0,0
D1007,F1,P196,526.69,13.17,20.68,1,2026-04-24,19.668331975065588,78.77714515276472,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.24,0.4,7.51,526.8907288491514,126.4056,210.67600000000004,3,4,0
D1008,F2,P186,188.61,4.72,7.79,1,2026-04-14,15.38776753846495,76.54816226999966,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.88,0.24,3.0700000000000003,186.50384659556565,165.97680000000003,45.266400000000004,1,1,0
D1009,F2,P96,364.19,9.1,16.45,1,2026-04-23,19.789310694042538,74.27136779789973,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.74,0.68,7.35,362.0156177575754,269.5006,247.6492,3,3,0
D1010,F3,P176,653.73,16.34,29.13,1,2026-04-02,13.653474879013965,74.19168901856906,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,12.79,649.7119631785372,621.0435,509.9094,2,3,0
D1011,F5,P48,733.63,18.34,22.59,1,2026-04-10,19.04374271212206,76.99483238507034,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,4.25,726.5755694644608,161.3986,293.452,3,4,0
D1012,F3,P114,329.76,8.24,13.49,1,2026-04-05,17.981750191179312,79.62457477619162,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,5.25,315.11753913951765,19.7856,244.02239999999998,2,6,1
D1013,F3,P111,502.6,12.57,16.38,1,2026-04-10,18.148432114450472,72.34883017403547,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,3.8099999999999987,478.1393797003852,110.572,201.04000000000002,2,4,0
D1014,F4,P114,647.27,16.18,27.36,1,2026-04-15,17.981750191179312,79.62457477619162,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.91,0.59,11.18,646.1255286247772,589.0157,381.8893,2,2,0
D1015,F5,P89,84.99,2.12,3.15,1,2026-04-12,13.509656866731037,74.23097082073745,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.51,0.23,1.0299999999999998,82.80974097398563,43.344899999999996,19.5477,3,6,1
D1016,F5,P92,862.75,21.57,38.05,1,2026-04-11,19.10216079008768,78.80742759014011,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.89,0.15,16.479999999999997,847.8838532048596,767.8475,129.4125,2,5,1
D1017,F5,P118,75.97,1.9,3.32,1,2026-04-14,13.527288249202767,74.14779885512125,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,1.42,74.02953444981752,66.8536,18.232799999999997,3,1,0
D1018,F1,P105,192.84,4.82,8.72,1,2026-04-02,16.71896678048435,79.83114286620007,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.95,0.78,3.9000000000000004,193.06103400729535,183.198,150.4152,1,3,0
D1019,F2,P59,398.56,9.96,19.65,1,2026-04-07,13.953004177982194,73.34632833738344,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.97,0.69,9.689999999999998,393.8432142728815,386.6032,275.0064,2,1,0
D1020,F4,P159,558.41,13.96,26.05,1,2026-04-30,12.734392526507534,72.75325590614848,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.92,0.25,12.09,545.966563646977,513.7372,139.6025,1,3,0
D1021,F3,P9,75.41,1.89,3.85,1,2026-04-02,19.537614045478826,76.50630574276431,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,1.9600000000000002,74.72018393253914,71.6395,58.8198,1,3,0
D1022,F5,P98,758.13,18.95,34.01,1,2026-04-09,15.58739314388998,79.95565970088657,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,15.059999999999999,737.5300872300677,636.8292,325.9959,1,3,0
D1023,F1,P159,800.99,20.02,32.17,1,2026-04-16,12.734392526507534,72.75325590614848,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,12.150000000000002,781.2666716165386,280.3465,568.7029,1,3,0
D1024,F4,P165,806.12,20.15,31.18,1,2026-04-19,19.593165852731087,79.09344309838438,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.33,0.43,11.030000000000001,806.5060225634854,266.0196,346.6316,2,6,1
D1025,F3,P119,394.4,9.86,13.82,1,2026-04-20,15.882238994210525,74.9814949367524,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.25,0.41,3.960000000000001,390.37099609583635,98.6,161.70399999999998,1,0,0
D1026,F4,P196,808.76,20.22,28.12,1,2026-04-29,19.668331975065588,78.77714515276472,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.04,0.92,7.900000000000002,809.5855932055247,32.3504,744.0592,3,2,0
D1027,F1,P62,634.12,15.85,25.67,1,2026-04-16,14.031323311474758,73.9750085027088,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,9.820000000000002,615.5262580993942,221.94199999999998,450.2252,1,3,0
D1028,F4,P42,201.14,5.03,11.23,1,2026-04-04,13.61375361868317,79.16610876538816,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.97,1.0,6.2,198.4572309605767,195.1058,201.14,1,5,1
D1029,F4,P17,109.11,2.73,5.5,1,2026-04-15,12.250506339644469,78.73827819675999,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.91,0.59,2.77,106.88283280793102,99.29010000000001,64.3749,3,2,0
D1030,F3,P31,69.42,1.74,2.24,1,2026-04-24,19.410407028106796,77.20861620401556,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.24,0.4,0.5000000000000002,67.99172554396499,16.6608,27.768,3,4,0
D1031,F5,P37,722.44,18.06,28.12,1,2026-04-12,15.063414998030318,79.77369676311282,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.51,0.23,10.060000000000002,702.7459335593232,368.44440000000003,166.1612,3,6,1
D1032,F3,P122,586.95,14.67,26.42,1,2026-04-09,13.67134974092288,77.36914813459241,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.84,0.43,11.750000000000002,587.7160954398344,493.038,252.38850000000002,2,3,0
D1033,F5,P107,268.72,6.72,10.2,1,2026-04-09,15.47515492408343,74.80062726155741,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,3.4799999999999995,266.62290508938776,225.72480000000002,115.54960000000001,1,3,0
D1034,F4,P103,471.37,11.78,20.12,1,2026-04-14,16.340321844439195,76.07051261471008,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,8.340000000000002,469.81858658973334,414.8056,113.1288,3,1,0
D1035,F4,P119,491.17,12.28,17.62,1,2026-04-05,15.882238994210525,74.9814949367524,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.06,0.74,5.340000000000002,486.0900389876656,29.4702,363.4658,1,6,1
D1036,F5,P42,632.82,15.82,22.32,1,2026-04-20,13.61375361868317,79.16610876538816,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.25,0.41,6.5,616.3285665705265,158.205,259.4562,1,0,0
D1037,F2,P10,425.4,10.63,16.27,1,2026-04-09,15.083332020319329,72.1277300177617,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.43,5.639999999999999,413.0007433864389,357.33599999999996,182.922,1,3,0
D1038,F4,P83,209.96,5.25,10.4,1,2026-04-04,13.67257296590171,76.33158379062053,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.97,1.0,5.15,207.16837682541902,203.6612,209.96,3,5,1
D1039,F1,P77,650.09,16.25,30.63,1,2026-04-08,14.607671241615078,73.76192838052438,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.84,0.87,14.379999999999999,629.7008779041448,546.0756,565.5783,2,2,0
D1040,F3,P64,728.47,18.21,25.87,1,2026-04-01,13.184695439627198,79.98192388039153,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,7.66,723.1051070308928,400.65850000000006,152.9787,3,2,0
D1041,F3,P164,527.37,13.18,19.02,1,2026-04-24,17.198189461142107,72.38447139357626,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.24,0.4,5.84,505.76088831916996,126.5688,210.948,2,4,0
D1042,F4,P68,579.75,14.49,25.38,1,2026-04-11,17.445643612438133,76.2474766665371,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.89,0.15,10.889999999999999,579.0977235677168,515.9775,86.96249999999999,3,5,1
D1043,F1,P172,429.53,10.74,16.84,1,2026-04-11,17.417346739063852,76.58693633337546,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.89,0.15,6.1,419.93959652423894,382.2817,64.42949999999999,3,5,1
D1044,F3,P49,671.11,16.78,29.19,1,2026-04-02,14.365069486701712,72.84395407864217,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,12.41,660.218705397426,637.5545,523.4658000000001,3,3,0
D1045,F3,P42,645.45,16.14,19.77,1,2026-04-25,13.61375361868317,79.16610876538816,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.08,3.629999999999999,642.3531099149458,309.81600000000003,51.636,1,5,1
D1046,F5,P112,765.24,19.13,44.9,1,2026-04-04,19.95640408637873,75.75955611192754,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.97,1.0,25.77,763.0222390283695,742.2828,765.24,1,5,1
D1047,F2,P123,271.5,6.79,9.54,1,2026-04-10,14.869174250369312,74.03330919255791,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,2.749999999999999,267.96698892853846,59.73,108.60000000000001,2,4,0
D1048,F3,P80,192.43,4.81,8.39,1,2026-04-14,19.524186115916837,75.18057616870018,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.88,0.24,3.580000000000001,183.30906899472424,169.3384,46.1832,2,1,0
D1049,F1,P198,494.85,12.37,15.74,1,2026-04-12,17.414159235394425,75.86016759714114,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.51,0.23,3.370000000000001,481.86856025401795,252.3735,113.81550000000001,3,6,1
D1050,F4,P62,456.91,11.42,24.65,1,2026-04-02,14.031323311474758,73.9750085027088,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,13.229999999999999,447.33948579523866,434.0645,356.38980000000004,1,3,0
D1051,F5,P62,85.29,2.13,3.49,1,2026-04-21,14.031323311474758,73.9750085027088,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,1.3600000000000003,84.38287412535428,48.6153,63.1146,1,1,0
D1052,F3,P57,312.45,7.81,13.7,1,2026-04-15,16.272715355003534,75.87863977087187,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.91,0.59,5.89,311.42770802506334,284.3295,184.3455,2,2,0
D1053,F3,P139,380.53,9.51,17.77,1,2026-04-07,16.296659417573245,74.61320993436833,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.97,0.69,8.26,373.9530815614329,369.11409999999995,262.56569999999994,2,1,0
